random_rank,attempt_number,doi,version,preprint_date,category,title,fulltext_ok,fulltext_source,fulltext_url,paper_url,doi_url,result_rows_for_paper,failure_reason,processed_at_utc
1500,1500,10.1101/2021.12.20.473463,2,2022-11-16,evolutionary biology,Mixture Density Regression reveals frequent recent adaptation in the human genome,true,jats,https://www.biorxiv.org/content/biorxiv/early/2022/11/16/2021.12.20.473463.source.xml,https://www.biorxiv.org/content/10.1101/2021.12.20.473463,https://doi.org/10.1101/2021.12.20.473463,0,,2026-07-18T08:16:35.615267+00:00
1501,1501,10.1101/2022.02.09.479824,1,2022-02-10,bioinformatics,Differential CO2-fixation potentials and supporting roles of phagotrophy and proton pump among plankton lineages in a subtropical marginal sea,true,jats,https://www.biorxiv.org/content/biorxiv/early/2022/02/10/2022.02.09.479824.source.xml,https://www.biorxiv.org/content/10.1101/2022.02.09.479824,https://doi.org/10.1101/2022.02.09.479824,4,,2026-07-18T08:16:53.530272+00:00
1502,1502,10.1101/2022.09.19.508455,2,2022-09-22,ecology,Multi-lingual multi-platform investigations of online trade in jaguar parts,true,jats,https://www.biorxiv.org/content/biorxiv/early/2022/09/22/2022.09.19.508455.source.xml,https://www.biorxiv.org/content/10.1101/2022.09.19.508455,https://doi.org/10.1101/2022.09.19.508455,0,,2026-07-18T08:17:12.773421+00:00
1503,1503,10.1101/2022.04.04.486948,1,2022-04-05,genomics,Chromatin regulates genome-wide transcription factor binding affinities,true,jats,https://www.biorxiv.org/content/biorxiv/early/2022/04/05/2022.04.04.486948.source.xml,https://www.biorxiv.org/content/10.1101/2022.04.04.486948,https://doi.org/10.1101/2022.04.04.486948,0,,2026-07-18T08:17:32.175852+00:00
1504,1504,10.1101/2022.05.22.492627,1,2022-05-22,biochemistry,An improved TurboID pipeline in C. elegans by biochemical depletion of endogenously biotinylated carboxylases,true,jats,https://www.biorxiv.org/content/biorxiv/early/2022/05/22/2022.05.22.492627.source.xml,https://www.biorxiv.org/content/10.1101/2022.05.22.492627,https://doi.org/10.1101/2022.05.22.492627,3,,2026-07-18T08:17:49.945492+00:00
1505,1505,10.1101/2022.04.18.488659,1,2022-04-18,genetics,Sirtuin gene isoforms and genomic sequences of mouse and humans: Divergence across species,true,jats,https://www.biorxiv.org/content/biorxiv/early/2022/04/18/2022.04.18.488659.source.xml,https://www.biorxiv.org/content/10.1101/2022.04.18.488659,https://doi.org/10.1101/2022.04.18.488659,3,,2026-07-18T08:18:03.058218+00:00
1506,1506,10.1101/2022.01.11.475777,1,2022-01-12,cell biology,Engineered cell differentiation and sexual reproduction in probiotic and mating yeasts,true,jats,https://www.biorxiv.org/content/biorxiv/early/2022/01/12/2022.01.11.475777.source.xml,https://www.biorxiv.org/content/10.1101/2022.01.11.475777,https://doi.org/10.1101/2022.01.11.475777,0,,2026-07-18T08:18:21.281943+00:00
1507,1507,10.1101/2022.01.20.477139,2,2022-09-18,microbiology,Parallel multicopy-suppressor screens reveal convergent evolution of phage-encoded single gene lysis proteins,true,jats,https://www.biorxiv.org/content/biorxiv/early/2022/09/18/2022.01.20.477139.source.xml,https://www.biorxiv.org/content/10.1101/2022.01.20.477139,https://doi.org/10.1101/2022.01.20.477139,1,,2026-07-18T08:18:38.177279+00:00
1508,1508,10.1101/2022.11.18.517164,1,2022-11-20,biophysics,Engineered molecular sensors of cell surface crowding,true,jats,https://www.biorxiv.org/content/biorxiv/early/2022/11/20/2022.11.18.517164.source.xml,https://www.biorxiv.org/content/10.1101/2022.11.18.517164,https://doi.org/10.1101/2022.11.18.517164,3,,2026-07-18T08:18:56.710810+00:00
1509,1509,10.1101/2022.07.14.500066,1,2022-07-15,biophysics,Organization and Dynamics of Crosslinked Actin Filaments in Confined Environments,true,jats,https://www.biorxiv.org/content/biorxiv/early/2022/07/15/2022.07.14.500066.source.xml,https://www.biorxiv.org/content/10.1101/2022.07.14.500066,https://doi.org/10.1101/2022.07.14.500066,0,,2026-07-18T08:19:14.285349+00:00
1510,1510,10.1101/2022.11.09.515865,1,2022-11-09,microbiology,Flagellar genes are associated with the colonization persistence phenotype of the Drosophila melanogaster microbiota,true,jats,https://www.biorxiv.org/content/biorxiv/early/2022/11/09/2022.11.09.515865.source.xml,https://www.biorxiv.org/content/10.1101/2022.11.09.515865,https://doi.org/10.1101/2022.11.09.515865,0,,2026-07-18T08:19:25.373294+00:00
1511,1511,10.1101/2022.02.14.480408,1,2022-02-15,neuroscience,Neural correlates of multisensory enhancement in audiovisual narrative speech perception: a fMRI investigation,true,jats,https://www.biorxiv.org/content/biorxiv/early/2022/02/15/2022.02.14.480408.source.xml,https://www.biorxiv.org/content/10.1101/2022.02.14.480408,https://doi.org/10.1101/2022.02.14.480408,0,,2026-07-18T08:19:40.050858+00:00
1512,1512,10.1101/2022.03.09.482831,2,2022-06-21,neuroscience,Sepsis-induced brain state instability,true,jats,https://www.biorxiv.org/content/biorxiv/early/2022/06/21/2022.03.09.482831.source.xml,https://www.biorxiv.org/content/10.1101/2022.03.09.482831,https://doi.org/10.1101/2022.03.09.482831,0,,2026-07-18T08:19:57.855251+00:00
1513,1513,10.1101/2022.05.10.491385,1,2022-05-10,genetics,The fidelity of transcription in human cells,true,jats,https://www.biorxiv.org/content/biorxiv/early/2022/05/10/2022.05.10.491385.source.xml,https://www.biorxiv.org/content/10.1101/2022.05.10.491385,https://doi.org/10.1101/2022.05.10.491385,0,,2026-07-18T08:20:11.877219+00:00
1514,1514,10.1101/2022.04.06.487193,1,2022-04-09,neuroscience,Neural representation of intraoral olfactory and gustatory signals by the mediodorsal thalamus in alert rats,true,jats,https://www.biorxiv.org/content/biorxiv/early/2022/04/09/2022.04.06.487193.source.xml,https://www.biorxiv.org/content/10.1101/2022.04.06.487193,https://doi.org/10.1101/2022.04.06.487193,0,,2026-07-18T08:20:28.984441+00:00
1515,1515,10.1101/2022.02.28.482398,1,2022-03-01,neuroscience,Synaptotagmin 1 mediates toxicity of botulinum neurotoxin type A,true,jats,https://www.biorxiv.org/content/biorxiv/early/2022/03/01/2022.02.28.482398.source.xml,https://www.biorxiv.org/content/10.1101/2022.02.28.482398,https://doi.org/10.1101/2022.02.28.482398,1,,2026-07-18T08:20:48.378779+00:00
1516,1516,10.1101/2022.08.09.503375,1,2022-08-11,physiology,Exercise Training Remodels Adipocyte-Specific Extracellular Matrix Proteins and Alters Innervation and Vascularization in Inguinal White Adipose Tissue (iWAT),true,jats,https://www.biorxiv.org/content/biorxiv/early/2022/08/11/2022.08.09.503375.source.xml,https://www.biorxiv.org/content/10.1101/2022.08.09.503375,https://doi.org/10.1101/2022.08.09.503375,3,,2026-07-18T08:21:01.427038+00:00
1517,1517,10.1101/2022.06.15.496278,1,2022-06-17,neuroscience,Differentiating Bayesian model updating and model revision based on their prediction error dynamics,false,jats_failed,https://www.biorxiv.org/content/early/2022/06/17/2022.06.15.496278.source.xml,https://www.biorxiv.org/content/10.1101/2022.06.15.496278,https://doi.org/10.1101/2022.06.15.496278,0,http_404,2026-07-18T08:21:13.022762+00:00
1518,1518,10.1101/2022.09.14.506830,1,2022-09-18,neuroscience,Quotidian Profile of Vergence Angle in Ambulatory Subjects Monitored with Wearable Eye Tracking Glasses,false,jats_failed,https://www.biorxiv.org/content/early/2022/09/18/2022.09.14.506830.source.xml,https://www.biorxiv.org/content/10.1101/2022.09.14.506830,https://doi.org/10.1101/2022.09.14.506830,0,http_404,2026-07-18T08:21:31.591374+00:00
1519,1519,10.1101/839662,2,2022-11-22,plant biology,Prioritization of abiotic and biotic plant stress responses through ABI1 phosphatase and CPK5 calcium-dependent protein kinase switch,true,jats,https://www.biorxiv.org/content/biorxiv/early/2022/11/22/839662.source.xml,https://www.biorxiv.org/content/10.1101/839662,https://doi.org/10.1101/839662,1,,2026-07-18T08:21:45.583794+00:00
1520,1520,10.1101/2022.11.28.518201,1,2022-11-29,plant biology,Remodelled Ribosomes Synthesise a Specific Proteome in Proliferating Plant Tissue during Cold,true,jats,https://www.biorxiv.org/content/biorxiv/early/2022/11/29/2022.11.28.518201.source.xml,https://www.biorxiv.org/content/10.1101/2022.11.28.518201,https://doi.org/10.1101/2022.11.28.518201,5,,2026-07-18T08:21:59.049368+00:00
1521,1521,10.1101/2022.02.25.481917,2,2022-08-10,genetics,Acquired functional redundancy of an invariant amino acid residue in an evolutionarily conserved protein family,true,jats,https://www.biorxiv.org/content/biorxiv/early/2022/08/10/2022.02.25.481917.source.xml,https://www.biorxiv.org/content/10.1101/2022.02.25.481917,https://doi.org/10.1101/2022.02.25.481917,1,,2026-07-18T08:22:18.979526+00:00
1522,1522,10.1101/2022.10.10.511686,1,2022-10-11,microbiology,Auxin-inducible Degron (AID) to Dissect Kaposi's Sarcoma associated Herpesvirus (KSHV) LANA protein function,true,jats,https://www.biorxiv.org/content/biorxiv/early/2022/10/11/2022.10.10.511686.source.xml,https://www.biorxiv.org/content/10.1101/2022.10.10.511686,https://doi.org/10.1101/2022.10.10.511686,3,,2026-07-18T08:22:36.461265+00:00
1523,1523,10.1101/2022.02.02.478901,1,2022-02-03,biophysics,Cooperativity and folding kinetics in a multi-domain protein with interwoven chain topology,true,jats,https://www.biorxiv.org/content/biorxiv/early/2022/02/03/2022.02.02.478901.source.xml,https://www.biorxiv.org/content/10.1101/2022.02.02.478901,https://doi.org/10.1101/2022.02.02.478901,1,,2026-07-18T08:22:48.457314+00:00
1524,1524,10.1101/2022.01.11.475674,1,2022-01-12,neuroscience,Hippocampal Transplants of Fetal GABAergic Progenitors Regulate Adult Neurogenesis in Mice with Temporal Lobe Epilepsy,true,jats,https://www.biorxiv.org/content/biorxiv/early/2022/01/12/2022.01.11.475674.source.xml,https://www.biorxiv.org/content/10.1101/2022.01.11.475674,https://doi.org/10.1101/2022.01.11.475674,2,,2026-07-18T08:23:08.429197+00:00
1525,1525,10.1101/2022.01.26.477848,3,2022-12-08,developmental biology,A timer gene network is spatially regulated by the terminal system in the Drosophila embryo,true,jats,https://www.biorxiv.org/content/biorxiv/early/2022/12/08/2022.01.26.477848.source.xml,https://www.biorxiv.org/content/10.1101/2022.01.26.477848,https://doi.org/10.1101/2022.01.26.477848,2,,2026-07-18T08:23:28.443174+00:00
1526,1526,10.1101/2022.03.30.486258,2,2022-05-06,evolutionary biology,The Evolution of Protein Folds by Creative Destruction,true,jats,https://www.biorxiv.org/content/biorxiv/early/2022/05/06/2022.03.30.486258.source.xml,https://www.biorxiv.org/content/10.1101/2022.03.30.486258,https://doi.org/10.1101/2022.03.30.486258,0,,2026-07-18T08:23:44.305621+00:00
1527,1527,10.1101/2021.01.16.426962,2,2022-03-13,evolutionary biology,Idiosyncratic purifying selection on metabolic enzymes in the long-term evolution experiment with Escherichia coli,true,jats,https://www.biorxiv.org/content/biorxiv/early/2022/03/13/2021.01.16.426962.source.xml,https://www.biorxiv.org/content/10.1101/2021.01.16.426962,https://doi.org/10.1101/2021.01.16.426962,0,,2026-07-18T08:23:57.871540+00:00
1528,1528,10.1101/2022.03.22.485042,1,2022-03-25,ecology,Fewer non-native insects in freshwater than in terrestrial habitats across continents,true,jats,https://www.biorxiv.org/content/biorxiv/early/2022/03/25/2022.03.22.485042.source.xml,https://www.biorxiv.org/content/10.1101/2022.03.22.485042,https://doi.org/10.1101/2022.03.22.485042,0,,2026-07-18T08:24:14.136476+00:00
1529,1529,10.1101/2022.05.30.493953,1,2022-05-30,immunology,The effect of paracrine factors released by irradiated peripheral blood mononuclear cells on neutrophil extracellular trap formation,true,jats,https://www.biorxiv.org/content/biorxiv/early/2022/05/30/2022.05.30.493953.source.xml,https://www.biorxiv.org/content/10.1101/2022.05.30.493953,https://doi.org/10.1101/2022.05.30.493953,6,,2026-07-18T08:24:26.251412+00:00
1530,1530,10.1101/2022.08.12.503798,1,2022-08-15,bioinformatics,"Identification, characterization of Apyrase (APY) gene family in rice (Oryza sativa) and analysis of the expression pattern under various stress conditions",true,jats,https://www.biorxiv.org/content/biorxiv/early/2022/08/15/2022.08.12.503798.source.xml,https://www.biorxiv.org/content/10.1101/2022.08.12.503798,https://doi.org/10.1101/2022.08.12.503798,2,,2026-07-18T08:24:44.403549+00:00
1531,1531,10.1101/2022.11.30.518569,2,2022-12-14,immunology,Signaling Node at TSC2 S1365 Potently Regulates T-Cell Differentiation and Improves Adoptive Cellular Cancer Therapy,true,jats,https://www.biorxiv.org/content/biorxiv/early/2022/12/14/2022.11.30.518569.source.xml,https://www.biorxiv.org/content/10.1101/2022.11.30.518569,https://doi.org/10.1101/2022.11.30.518569,4,,2026-07-18T08:24:56.768122+00:00
1532,1532,10.1101/2022.02.27.482160,1,2022-02-28,cell biology,Interrogating Metabolic Interactions Between Skeletal Muscle and Liver Circadian Clocks In Vivo,true,jats,https://www.biorxiv.org/content/biorxiv/early/2022/02/28/2022.02.27.482160.source.xml,https://www.biorxiv.org/content/10.1101/2022.02.27.482160,https://doi.org/10.1101/2022.02.27.482160,0,,2026-07-18T08:25:10.627154+00:00
1533,1533,10.1101/2022.03.24.485642,1,2022-03-27,developmental biology,Gata2-regulated Gfi1b expression controls endothelial programming during endothelial-to-hematopoietic transition,true,jats,https://www.biorxiv.org/content/biorxiv/early/2022/03/27/2022.03.24.485642.source.xml,https://www.biorxiv.org/content/10.1101/2022.03.24.485642,https://doi.org/10.1101/2022.03.24.485642,5,,2026-07-18T08:25:28.725774+00:00
1534,1534,10.1101/2021.10.04.463055,2,2022-09-13,neuroscience,Weight Perturbation Learning Performs Similarly or Better than Node Perturbation on Broad Classes of Temporally Extended Tasks,true,jats,https://www.biorxiv.org/content/biorxiv/early/2022/09/13/2021.10.04.463055.source.xml,https://www.biorxiv.org/content/10.1101/2021.10.04.463055,https://doi.org/10.1101/2021.10.04.463055,0,,2026-07-18T08:25:40.618186+00:00
1535,1535,10.1101/2022.06.30.498009,1,2022-07-02,biophysics,Visualization of a Limonene Synthesis Metabolon inside Living Bacteria by Hyperspectral SRS Microscopy,true,jats,https://www.biorxiv.org/content/biorxiv/early/2022/07/02/2022.06.30.498009.source.xml,https://www.biorxiv.org/content/10.1101/2022.06.30.498009,https://doi.org/10.1101/2022.06.30.498009,1,,2026-07-18T08:25:54.222224+00:00
1536,1536,10.1101/2021.06.03.446189,2,2022-03-09,systems biology,NLoed: A Python package for nonlinear optimal experimental design in systems biology,true,jats,https://www.biorxiv.org/content/biorxiv/early/2022/03/09/2021.06.03.446189.source.xml,https://www.biorxiv.org/content/10.1101/2021.06.03.446189,https://doi.org/10.1101/2021.06.03.446189,0,,2026-07-18T08:26:10.678752+00:00
1537,1537,10.1101/2022.02.14.480340,1,2022-02-16,evolutionary biology,Lung evolution in vertebrates and the water-to-land transition,true,jats,https://www.biorxiv.org/content/biorxiv/early/2022/02/16/2022.02.14.480340.source.xml,https://www.biorxiv.org/content/10.1101/2022.02.14.480340,https://doi.org/10.1101/2022.02.14.480340,0,,2026-07-18T08:26:24.101514+00:00
1538,1538,10.1101/2022.05.31.494214,1,2022-05-31,biophysics,Can Membrane Composition Traffic Toxins? Mycolactone and Preferential Membrane Interactions,true,jats,https://www.biorxiv.org/content/biorxiv/early/2022/05/31/2022.05.31.494214.source.xml,https://www.biorxiv.org/content/10.1101/2022.05.31.494214,https://doi.org/10.1101/2022.05.31.494214,0,,2026-07-18T08:26:36.899507+00:00
1539,1539,10.1101/2022.08.31.506101,1,2022-09-03,bioinformatics,Artificial Intelligence based Liver Portal Tract Region Identification and Quantification with Transplant Biopsy Whole-Slide Images,true,jats,https://www.biorxiv.org/content/biorxiv/early/2022/09/03/2022.08.31.506101.source.xml,https://www.biorxiv.org/content/10.1101/2022.08.31.506101,https://doi.org/10.1101/2022.08.31.506101,1,,2026-07-18T08:26:56.056521+00:00
1540,1540,10.1101/2022.04.10.487712,1,2022-04-10,evolutionary biology,DecentTree: Scalable Neighbour-Joining for the Genomic Era,true,jats,https://www.biorxiv.org/content/biorxiv/early/2022/04/10/2022.04.10.487712.source.xml,https://www.biorxiv.org/content/10.1101/2022.04.10.487712,https://doi.org/10.1101/2022.04.10.487712,0,,2026-07-18T08:27:08.000132+00:00
1541,1541,10.1101/2022.07.16.498499,1,2022-07-18,neuroscience,Isolated correlates of somatosensory perception in the mouse posterior cortex,true,jats,https://www.biorxiv.org/content/biorxiv/early/2022/07/18/2022.07.16.498499.source.xml,https://www.biorxiv.org/content/10.1101/2022.07.16.498499,https://doi.org/10.1101/2022.07.16.498499,0,,2026-07-18T08:27:24.105357+00:00
1542,1542,10.1101/2022.07.20.500814,1,2022-07-21,cell biology,CCR2 identifies tendon resident macrophage and T cell populations while CCR2 deficiency impedes late tendon healing,true,jats,https://www.biorxiv.org/content/biorxiv/early/2022/07/21/2022.07.20.500814.source.xml,https://www.biorxiv.org/content/10.1101/2022.07.20.500814,https://doi.org/10.1101/2022.07.20.500814,2,,2026-07-18T08:27:43.828265+00:00
1543,1543,10.1101/2021.09.15.460425,2,2022-02-10,animal behavior and cognition,Sound localization in world and head-centered space in ferrets,true,jats,https://www.biorxiv.org/content/biorxiv/early/2022/02/10/2021.09.15.460425.source.xml,https://www.biorxiv.org/content/10.1101/2021.09.15.460425,https://doi.org/10.1101/2021.09.15.460425,0,,2026-07-18T08:27:57.908897+00:00
